course,mode,vehicle,speed,line,direction,travel,air,minUp,recovered,awards,completed
Street Loop,race,original,32,0,1,211.01,4.86,0.794,True,0,True
Street Loop,race,tourer,32,0,1,210.39,4.74,0.795,True,0,True
Street Loop,race,moto,32,0,1,218.67,4.98,0.795,True,0,True
Street Loop,race,atv,32,0,1,217.58,4.98,0.796,True,0,True
